t,v_bus_2,v_bus_7,v_bus_9,q_bus_2,q_bus_7,q_bus_9
2612,0.9828294226533879,0.9553934401265176,0.9508384449400055,-5.0,-5.0,-2.0
2613,0.9828296533515833,0.9553941208260132,0.9508392416544358,-5.0,-5.0,-2.0
2614,0.9828297947137004,0.955394538099052,0.950839730093684,-5.0,-5.0,-2.0
2615,0.982830007673261,0.9553951664936144,0.9508404655985288,-5.0,-5.0,-2.0
2616,0.9828302379114573,0.9553958458356413,0.9508412607240562,-5.0,-5.0,-2.0
2617,0.9828304688379471,0.9553965272084748,0.9508420582264809,-5.0,-5.0,-2.0
2618,0.9828306995345327,0.9553972079028752,0.950842854934815,-5.0,-5.0,-2.0
2619,0.982830929771667,0.9553978872415401,0.9508436500563198,-5.0,-5.0,-2.0
2620,0.9828311606970916,0.9553985686110014,0.9508444475547096,-5.0,-5.0,-2.0
2621,0.9828313911630653,0.9553992486247291,0.9508452434662732,-5.0,-5.0,-2.0
2622,0.9828316218582324,0.9553999293146388,0.950846040169234,-5.0,-5.0,-2.0
2623,0.9828318525530442,0.955400610003425,0.9508468368708509,-5.0,-5.0,-2.0
2624,0.9828320830179551,0.9554012900137874,0.9508476327783878,-5.0,-5.0,-2.0
2625,0.9828323137120577,0.9554019707003284,0.9508484294773181,-5.0,-5.0,-2.0
2626,0.9828325444058056,0.9554026513857461,0.9508492261749046,-5.0,-5.0,-2.0
2627,0.9828327753287441,0.9554033327473376,0.9508500236638786,-5.0,-5.0,-2.0
2628,0.982833005792237,0.9554040127532115,0.9508508195660453,-5.0,-5.0,-2.0
2629,0.9828332364849203,0.9554046934352595,0.9508516162595999,-5.0,-5.0,-2.0
2630,0.9828334671772488,0.9554053741161842,0.9508524129518103,-5.0,-5.0,-2.0
2631,0.9828312634875616,0.9553988591660315,0.9508447839895499,-5.0,-5.0,-2.0
2632,0.9828265338928142,0.9553848780451655,0.9508284125809162,-5.0,-5.0,-2.0
2633,0.9828267645955384,0.955385558758943,0.9508292093124279,-5.0,-5.0,-2.0
2634,0.9828181268592484,0.9553600227993898,0.950799307005778,-5.0,-5.0,-2.0
2635,0.9828165719250461,0.9553554248464363,0.9507939225532502,-5.0,-5.0,-2.0
2636,0.9828156321516797,0.9553526455509299,0.9507906677393126,-5.0,-5.0,-2.0
2637,0.982813436486668,0.9553461537466413,0.9507830657097888,-5.0,-5.0,-2.0
2638,0.9828136672097166,0.9553468345246442,0.9507838625181315,-5.0,-5.0,-2.0
2639,0.9828138979324106,0.9553475153015233,0.9507846593251296,-5.0,-5.0,-2.0
2640,0.982814128425175,0.9553481953998904,0.9507854553379422,-5.0,-5.0,-2.0
2641,0.9828143591471591,0.955348876174523,0.9507862521422527,-5.0,-5.0,-2.0
2642,0.9828145898687883,0.9553495569480319,0.9507870489452188,-5.0,-5.0,-2.0
2643,0.9828148203604894,0.9553502370430325,0.9507878449540035,-5.0,-5.0,-2.0
2644,0.9828150513109818,0.9553509184916789,0.9507886425471171,-5.0,-5.0,-2.0
2645,0.9828152820315461,0.9553515992618169,0.9507894393460499,-5.0,-5.0,-2.0
2646,0.9828155127517555,0.9553522800308312,0.9507902361436379,-5.0,-5.0,-2.0
2647,0.9828157432420378,0.9553529601213413,0.9507910321470501,-5.0,-5.0,-2.0
2648,0.9828159739615375,0.9553536408881093,0.9507918289419502,-5.0,-5.0,-2.0
2649,0.9828162046806824,0.9553543216537537,0.9507926257355065,-5.0,-5.0,-2.0
2650,0.9828164351699012,0.9553550017408972,0.9507934217348906,-5.0,-5.0,-2.0
2651,0.982816666117907,0.9553556831816714,0.9507942193185853,-5.0,-5.0,-2.0
2652,0.9828168963768465,0.955356362589195,0.9507950145224585,-5.0,-5.0,-2.0
2653,0.982817127094572,0.955357043350347,0.9507958113106396,-5.0,-5.0,-2.0
2654,0.9828173580415122,0.9553577247877479,0.9507966088902982,-5.0,-5.0,-2.0
2655,0.9828175882993895,0.9553584041919087,0.9507974040901477,-5.0,-5.0,-2.0
2656,0.9828178192456188,0.9553590856270611,0.9507982016671165,-5.0,-5.0,-2.0
2657,0.9828180497323564,0.9553597657063494,0.9507989976571019,-5.0,-5.0,-2.0
2658,0.9828182804483077,0.9553604464618843,0.9507997944385621,-5.0,-5.0,-2.0
2659,0.9828185111639036,0.9553611272162957,0.9508005912186781,-5.0,-5.0,-2.0
2660,0.9828187416495777,0.9553618072922176,0.9508013872046357,-5.0,-5.0,-2.0
2661,0.9828189723644642,0.955362488044383,0.9508021839820644,-5.0,-5.0,-2.0
2662,0.9828192030789958,0.9553631687954246,0.9508029807581487,-5.0,-5.0,-2.0
2663,0.9828194337931726,0.9553638495453428,0.9508037775328887,-5.0,-5.0,-2.0
2664,0.9828196645069944,0.9553645302941371,0.9508045743062841,-5.0,-5.0,-2.0
2665,0.9828198949908956,0.9553652103644478,0.950805370285528,-5.0,-5.0,-2.0
2666,0.982820125933573,0.9553658917883554,0.9508061678490424,-5.0,-5.0,-2.0
2667,0.9828203564167652,0.9553665718564212,0.9508069638256003,-5.0,-5.0,-2.0
2668,0.9828205871291676,0.9553672526007226,0.9508077605936198,-5.0,-5.0,-2.0
2669,0.982820817841215,0.9553679333439005,0.9508085573602951,-5.0,-5.0,-2.0
2670,0.98282104809378,0.9553686127312453,0.9508093525400251,-5.0,-5.0,-2.0
2671,0.9828212790346816,0.9553692941495319,0.9508101500968137,-5.0,-5.0,-2.0
2672,0.9828215097456646,0.9553699748893402,0.9508109468594576,-5.0,-5.0,-2.0
2673,0.9828217402267302,0.9553706549506737,0.9508117428279604,-5.0,-5.0,-2.0
2674,0.9828145956461208,0.9553495354284183,0.9507870127348749,-5.0,-5.0,-2.0
2675,0.9828147846610281,0.9553500929216707,0.9507876651833144,-5.0,-5.0,-2.0
2676,0.982812747819396,0.9553440698295446,0.9507806117757024,-5.0,-5.0,-2.0
2677,0.9828082927958761,0.9553308975552466,0.9507651866835641,-5.0,-5.0,-2.0
2678,0.9828085235270148,0.9553315783587453,0.9507659835223989,-5.0,-5.0,-2.0
2679,0.9828087540282153,0.9553322584837051,0.9507667795670167,-5.0,-5.0,-2.0
2680,0.9828089849882267,0.9553329399623709,0.9507675771960344,-5.0,-5.0,-2.0
2681,0.982809215488718,0.9553336200850855,0.9507683732379654,-5.0,-5.0,-2.0
2682,0.9828094462184368,0.95533430088409,0.9507691700714229,-5.0,-5.0,-2.0
2683,0.9828096769478005,0.9553349816819706,0.9507699669035358,-5.0,-5.0,-2.0
2684,0.9828068136997389,0.9553265171096843,0.9507600550175487,-5.0,-5.0,-2.0
2685,0.9828064230546019,0.9553253612105584,0.9507587011799706,-5.0,-5.0,-2.0
